,line,module,job_id,state,time
478,A,2,8,fetching_job,2022-02-18T15:18:56.074800
479,C,2,40,storing_job,2022-02-18T11:56:33.393000
480,B,2,31,processing,2022-02-18T08:53:39.687760
481,B,3,33,fetching_job,2022-02-18T08:08:56.745759
482,C,6,48,processing,2022-02-18T10:25:27.254400
483,C,1,42,fetching_job,2022-02-18T10:15:21.563600
484,D,2,66,storing_job,2022-02-18T05:21:21.559800
485,A,1,16,fetching_job,2022-02-18T04:45:48.166200
486,A,2,4,processing,2022-02-18T19:48:47.693199
487,B,3,22,fetching_job,2022-02-18T17:07:45.822559
488,C,7,44,fetching_job,2022-02-18T11:38:19.149200
489,C,5,62,waiting_on_precedent,2022-02-18T03:24:32.263599
490,B,2,25,storing_job,2022-02-18T14:32:26.859759
491,C,4,59,waiting_on_precedent,2022-02-18T04:06:27.178600
492,C,6,51,waiting_on_precedent,2022-02-18T07:42:27.994000
493,B,5,29,storing_job,2022-02-18T13:36:13.703360
494,B,6,35,fetching_job,2022-02-18T10:03:10.350040
495,C,7,55,fetching_job,2022-02-18T07:08:37.383600
496,A,1,5,processing,2022-02-18T15:53:18.173400
497,C,5,54,processing,2022-02-18T06:48:26.210000
498,B,6,36,fetching_job,2022-02-18T09:20:11.296040
499,C,4,57,storing_job,2022-02-18T05:22:46.706800
500,C,6,41,storing_job,2022-02-18T13:34:13.132600
501,B,3,39,fetching_job,2022-02-18T02:10:30.184639
502,B,4,26,storing_job,2022-02-18T15:41:19.192760
503,B,5,38,waiting_on_precedent,2022-02-18T05:50:31.212320
504,C,4,55,fetching_job,2022-02-18T05:49:47.650800
505,D,1,72,processing,2022-02-18T01:26:10.369400
506,C,6,63,processing,2022-02-18T03:35:06.356800
507,C,7,59,fetching_job,2022-02-18T05:19:59.708800
508,C,6,61,processing,2022-02-18T04:14:09.609400
509,B,6,28,fetching_job,2022-02-18T15:09:06.295760
510,C,6,45,fetching_job,2022-02-18T11:00:53.440800
511,A,1,12,processing,2022-02-18T08:40:00.361000
512,D,3,73,storing_job,2022-02-18T02:03:21.435000
513,C,5,57,fetching_job,2022-02-18T05:27:32.706800
514,D,2,69,storing_job,2022-02-18T03:56:56.771600
515,A,1,9,processing,2022-02-18T11:47:25.745000
516,C,4,49,processing,2022-02-18T09:15:05.460200
517,A,1,17,processing,2022-02-18T04:35:36.166200
518,B,2,39,fetching_job,2022-02-18T01:57:14.184640
519,C,7,45,fetching_job,2022-02-18T11:24:05.709600
520,B,5,32,fetching_job,2022-02-18T11:37:28.448440
521,D,3,72,processing,2022-02-18T02:10:01.435000
522,C,1,58,storing_job,2022-02-18T03:54:06.004399
523,D,4,72,waiting_on_precedent,2022-02-18T02:35:53.549200
524,A,1,8,processing,2022-02-18T12:58:46.671600
525,B,5,33,storing_job,2022-02-18T11:30:50.448440
526,C,2,56,fetching_job,2022-02-18T04:52:35.026800
527,B,4,30,processing,2022-02-18T11:48:21.282360
528,A,2,12,storing_job,2022-02-18T12:17:58.671600
529,C,4,52,fetching_job,2022-02-18T06:53:16.978400
530,C,1,51,fetching_job,2022-02-18T06:05:33.970200
531,B,2,38,waiting_on_precedent,2022-02-18T02:10:30.184639
532,C,2,64,storing_job,2022-02-18T01:59:45.316800
533,C,3,50,fetching_job,2022-02-18T08:37:13.837600
534,C,2,41,storing_job,2022-02-18T11:22:13.652200
535,C,2,40,waiting_on_precedent,2022-02-18T11:26:59.652200
536,B,5,29,processing,2022-02-18T13:36:13.703360
537,A,1,13,storing_job,2022-02-18T08:19:36.361000
538,B,4,27,processing,2022-02-18T14:27:43.776960
539,A,3,20,fetching_job,2022-02-18T03:50:30.697600
540,B,3,24,storing_job,2022-02-18T15:58:26.805960
541,C,6,57,storing_job,2022-02-18T06:01:11.812200
542,C,5,61,processing,2022-02-18T03:55:29.243400
543,C,7,47,processing,2022-02-18T10:56:07.440800
544,C,5,65,storing_job,2022-02-18T02:25:13.173000
545,B,1,23,fetching_job,2022-02-18T13:03:24.101760
546,A,3,11,fetching_job,2022-02-18T13:49:38.204200
547,B,3,25,processing,2022-02-18T14:45:42.859759
548,C,5,52,waiting_on_precedent,2022-02-18T07:02:44.210000
549,C,7,59,processing,2022-02-18T05:24:45.708800
550,A,2,2,storing_job,2022-02-18T21:53:08.464599
551,D,3,72,storing_job,2022-02-18T03:50:16.771600
552,C,2,41,processing,2022-02-18T11:22:13.652200
553,C,4,40,idle,2022-02-18T13:19:55.132600
554,C,4,47,fetching_job,2022-02-18T09:43:58.461600
555,C,6,43,fetching_job,2022-02-18T13:10:23.132600
556,C,2,65,storing_job,2022-02-18T01:32:34.732000
557,C,7,44,processing,2022-02-18T11:43:05.149200
558,B,1,27,processing,2022-02-18T09:43:08.499560
559,C,3,64,fetching_job,2022-02-18T02:04:31.316800
560,B,4,39,fetching_job,2022-02-18T03:21:13.912560
561,C,3,64,waiting_on_precedent,2022-02-18T01:55:49.177000
562,C,4,59,processing,2022-02-18T04:32:16.804600
563,B,5,37,fetching_job,2022-02-18T07:39:29.013840
564,B,3,32,storing_job,2022-02-18T09:14:35.178360
565,A,2,3,fetching_job,2022-02-18T19:58:59.693199
566,C,6,62,storing_job,2022-02-18T03:59:25.279200
567,C,1,57,fetching_job,2022-02-18T03:58:52.004399
568,C,5,56,processing,2022-02-18T05:54:33.650800
569,C,7,59,waiting_on_precedent,2022-02-18T05:03:08.912000
570,B,1,24,processing,2022-02-18T12:17:46.073160
571,C,6,59,fetching_job,2022-02-18T04:58:22.912000
572,C,7,53,waiting_on_precedent,2022-02-18T07:28:09.994000
573,C,6,57,fetching_job,2022-02-18T05:37:04.706800
574,D,1,70,fetching_job,2022-02-18T02:03:33.083200
575,A,3,6,fetching_job,2022-02-18T18:32:23.584200
576,C,3,59,processing,2022-02-18T04:05:03.835599
577,C,6,43,storing_job,2022-02-18T13:15:09.132600
578,D,3,66,storing_job,2022-02-18T06:41:07.942200
579,C,4,40,fetching_job,2022-02-18T12:10:51.393000
580,C,7,51,processing,2022-02-18T09:21:00.498000
581,C,5,45,storing_job,2022-02-18T10:42:01.049800
582,D,2,70,fetching_job,2022-02-18T02:24:33.779400
583,C,5,50,processing,2022-02-18T09:01:03.837600
584,A,3,21,processing,2022-02-18T02:58:14.849000
585,C,5,52,processing,2022-02-18T07:07:34.978400
586,C,1,48,fetching_job,2022-02-18T08:21:15.389200
587,C,4,62,fetching_job,2022-02-18T03:19:55.904399
588,C,3,56,processing,2022-02-18T05:21:16.107199
589,C,3,41,waiting_on_precedent,2022-02-18T11:20:35.796000
590,B,2,26,storing_job,2022-02-18T13:42:10.314159
591,B,6,23,waiting_on_precedent,2022-02-18T19:39:57.170160
592,C,1,47,storing_job,2022-02-18T08:47:50.107000
593,A,2,12,fetching_job,2022-02-18T11:16:49.745000
594,C,7,47,fetching_job,2022-02-18T10:51:21.440800
595,A,2,16,storing_job,2022-02-18T07:59:12.361000
596,B,3,38,storing_job,2022-02-18T05:11:14.734639
597,B,4,39,storing_job,2022-02-18T04:35:35.069840
598,A,1,20,processing,2022-02-18T02:02:49.786400
599,B,6,24,processing,2022-02-18T19:20:33.589560
600,A,2,20,storing_job,2022-02-18T03:40:18.697600
601,B,5,30,fetching_job,2022-02-18T12:43:09.668040
602,B,1,34,waiting_on_next,2022-02-18T05:09:41.472880
603,C,6,63,fetching_job,2022-02-18T03:30:20.356800
604,A,3,3,processing,2022-02-18T21:18:58.871600
605,B,1,26,storing_job,2022-02-18T11:11:07.869360
606,C,7,60,fetching_job,2022-02-18T04:58:22.912000
607,C,6,47,fetching_job,2022-02-18T10:30:13.254400
608,B,3,31,storing_job,2022-02-18T09:48:37.477960
609,C,3,50,storing_job,2022-02-18T08:41:59.837600
610,A,1,15,storing_job,2022-02-18T06:51:43.594800
611,C,5,47,storing_job,2022-02-18T10:22:57.049800
612,C,3,57,processing,2022-02-18T04:56:16.653400
613,A,1,13,waiting_on_next,2022-02-18T08:18:39.924000
614,C,3,53,storing_job,2022-02-18T06:10:19.970200
615,B,5,38,fetching_job,2022-02-18T06:25:51.024559
616,B,1,30,waiting_on_next,2022-02-18T07:36:47.584560
617,C,5,43,waiting_on_precedent,2022-02-18T11:03:30.590000
618,C,7,54,processing,2022-02-18T07:28:09.994000
619,C,3,52,processing,2022-02-18T06:34:53.197800
620,C,7,45,processing,2022-02-18T11:28:51.709600
621,B,4,23,processing,2022-02-18T18:22:41.170360
622,C,3,53,waiting_on_precedent,2022-02-18T05:53:45.862800
623,B,5,36,processing,2022-02-18T08:43:35.536440
624,C,4,62,processing,2022-02-18T03:24:41.904400
625,B,2,38,storing_job,2022-02-18T04:09:44.672560
626,B,3,23,fetching_job,2022-02-18T16:05:48.922759
627,A,3,13,fetching_job,2022-02-18T11:21:03.537200
628,C,2,45,processing,2022-02-18T09:44:26.968000
629,B,3,35,waiting_on_precedent,2022-02-18T06:39:47.464959
630,B,3,28,processing,2022-02-18T12:04:30.073160
631,A,2,1,processing,2022-02-18T22:13:32.464599
632,C,4,58,storing_job,2022-02-18T05:13:14.706800
633,B,1,37,storing_job,2022-02-18T03:28:18.690880
634,C,2,51,fetching_job,2022-02-18T07:44:32.804400
635,B,4,32,fetching_job,2022-02-18T10:19:23.920160
636,C,7,64,fetching_job,2022-02-18T03:30:20.356800
637,B,2,35,fetching_job,2022-02-18T05:57:34.365960
638,B,2,33,processing,2022-02-18T07:06:05.648760
639,C,6,57,fetching_job,2022-02-18T05:37:04.706800
640,B,3,26,fetching_job,2022-02-18T13:48:48.314159
641,A,3,3,waiting_on_precedent,2022-02-18T21:03:54.839000
642,C,4,44,waiting_on_precedent,2022-02-18T10:29:53.972800
643,C,4,44,storing_job,2022-02-18T10:49:12.590000
644,B,4,31,fetching_job,2022-02-18T10:58:35.037360
645,C,1,53,storing_job,2022-02-18T05:51:15.970200
646,C,5,42,fetching_job,2022-02-18T13:10:23.132600
647,C,2,57,processing,2022-02-18T04:30:08.057799
648,A,2,1,fetching_job,2022-02-18T22:03:20.464599
649,C,2,40,fetching_job,2022-02-18T11:51:47.393000
650,D,1,69,storing_job,2022-02-18T02:47:51.925600
651,B,3,26,storing_job,2022-02-18T14:27:08.851159
652,B,1,32,fetching_job,2022-02-18T06:10:50.365960
653,C,4,60,storing_job,2022-02-18T04:01:41.178600
654,B,4,29,processing,2022-02-18T12:42:07.382760
655,C,5,47,processing,2022-02-18T10:22:57.049800
656,C,1,48,fetching_job,2022-02-18T08:21:15.389200
657,B,3,27,waiting_on_precedent,2022-02-18T12:32:16.431160
658,B,3,37,storing_job,2022-02-18T05:24:30.734639
659,C,5,45,processing,2022-02-18T10:42:01.049800
660,C,3,60,storing_job,2022-02-18T03:52:09.178600
661,A,3,5,waiting_on_precedent,2022-02-18T18:42:35.584200
662,A,3,19,processing,2022-02-18T05:07:02.159400
663,D,1,71,fetching_job,2022-02-18T01:39:52.645600
664,C,3,55,processing,2022-02-18T05:39:27.862799
665,B,3,39,waiting_on_precedent,2022-02-18T01:00:00
666,C,2,48,processing,2022-02-18T08:51:31.837600
667,C,3,44,storing_job,2022-02-18T10:39:40.590000
668,C,6,65,waiting_on_precedent,2022-02-18T01:00:00
669,C,1,47,fetching_job,2022-02-18T08:43:04.107000
670,D,2,66,idle,2022-02-18T05:24:41.559800
671,A,2,11,processing,2022-02-18T12:38:22.671600
672,C,3,52,storing_job,2022-02-18T06:48:30.978400
673,B,4,35,fetching_job,2022-02-18T07:58:39.051160
674,A,2,21,waiting_on_precedent,2022-02-18T01:00:00
675,C,1,62,storing_job,2022-02-18T02:23:30.860400
676,B,4,33,fetching_job,2022-02-18T09:30:06.196960
677,A,1,20,storing_job,2022-02-18T02:31:02.768599
678,C,3,48,storing_job,2022-02-18T09:29:09.467000
679,B,5,29,fetching_job,2022-02-18T13:29:35.703360
680,A,1,4,processing,2022-02-18T16:56:25.383400
681,B,3,22,storing_job,2022-02-18T17:48:05.842559
682,C,6,59,processing,2022-02-18T05:03:08.912000
683,B,2,26,processing,2022-02-18T12:56:46.101760
684,C,3,48,fetching_job,2022-02-18T09:10:19.460200
685,C,4,44,fetching_job,2022-02-18T10:44:26.590000
686,B,6,35,processing,2022-02-18T10:09:48.350040
687,A,1,19,storing_job,2022-02-18T03:15:29.755599
688,B,4,31,storing_job,2022-02-18T11:35:05.282360
689,B,1,33,processing,2022-02-18T05:23:44.103759
690,C,3,46,storing_job,2022-02-18T09:48:13.467000
691,C,7,43,fetching_job,2022-02-18T13:19:55.132600
692,D,1,68,storing_job,2022-02-18T03:07:14.869600
693,A,1,9,waiting_on_next,2022-02-18T12:26:18.420800
694,C,3,65,processing,2022-02-18T01:42:06.732000
695,B,1,28,processing,2022-02-18T09:06:55.687760
696,C,2,62,fetching_job,2022-02-18T02:28:16.860400
697,C,7,62,fetching_job,2022-02-18T04:04:11.279200
698,B,2,28,processing,2022-02-18T11:11:07.869360
699,D,2,68,fetching_job,2022-02-18T04:00:16.771600
700,C,6,50,fetching_job,2022-02-18T09:18:56.623600
701,C,4,42,processing,2022-02-18T11:25:21.796000
702,D,4,68,waiting_on_precedent,2022-02-18T05:37:17.624000
703,D,1,67,processing,2022-02-18T03:13:54.869600
704,C,4,52,waiting_on_precedent,2022-02-18T06:37:01.840600
705,B,5,28,processing,2022-02-18T14:27:43.776960
706,D,3,67,processing,2022-02-18T05:42:38.945400
707,B,3,32,processing,2022-02-18T08:53:39.687760
708,B,3,35,fetching_job,2022-02-18T06:46:11.648760
709,C,3,40,fetching_job,2022-02-18T12:01:19.393000
710,D,3,68,storing_job,2022-02-18T05:35:58.945400
711,D,4,66,waiting_on_precedent,2022-02-18T06:32:09.113000
712,C,3,42,storing_job,2022-02-18T11:15:49.796000
713,B,3,27,fetching_job,2022-02-18T12:50:08.101760
714,A,2,5,fetching_job,2022-02-18T18:32:23.584200
715,D,1,69,fetching_job,2022-02-18T02:19:02.375600
716,C,2,64,processing,2022-02-18T01:59:45.316800
717,B,5,28,storing_job,2022-02-18T15:02:28.295760
718,A,3,5,fetching_job,2022-02-18T19:38:35.693199
719,D,4,66,processing,2022-02-18T06:47:47.942200
720,C,3,63,storing_job,2022-02-18T02:51:43.434399
721,A,2,9,fetching_job,2022-02-18T14:10:02.204200
722,C,4,53,storing_job,2022-02-18T06:32:15.840600
723,B,1,31,fetching_job,2022-02-18T06:59:27.648760
724,C,1,63,fetching_job,2022-02-18T01:54:59.316800
725,A,3,12,waiting_on_precedent,2022-02-18T11:55:44.259000
726,D,2,72,fetching_job,2022-02-18T01:43:27.223600
727,C,6,58,storing_job,2022-02-18T05:32:18.706800
728,C,6,43,storing_job,2022-02-18T13:15:09.132600
729,C,1,59,processing,2022-02-18T03:19:29.574199
730,B,3,36,waiting_on_precedent,2022-02-18T05:31:08.734639
731,A,1,9,storing_job,2022-02-18T12:38:22.671600
732,A,2,13,fetching_job,2022-02-18T10:27:34.160600
733,D,4,68,fetching_job,2022-02-18T05:39:18.945400
734,D,4,66,idle,2022-02-18T07:00:45.191400
735,B,2,39,storing_job,2022-02-18T02:03:52.184640
736,C,5,63,storing_job,2022-02-18T03:19:46.263599
737,D,3,71,storing_job,2022-02-18T04:14:49.661600
738,C,4,41,fetching_job,2022-02-18T11:36:31.652200
739,C,5,50,storing_job,2022-02-18T09:14:10.623600
740,B,6,31,fetching_job,2022-02-18T12:43:09.668040
741,A,2,19,fetching_job,2022-02-18T03:50:30.697600
742,C,6,62,storing_job,2022-02-18T03:59:25.279200
743,D,3,70,fetching_job,2022-02-18T04:18:09.661600
744,C,3,58,storing_job,2022-02-18T04:46:44.653400
745,C,2,64,waiting_on_precedent,2022-02-18T01:37:20.732000
746,B,2,25,fetching_job,2022-02-18T13:48:48.314159
747,C,3,54,storing_job,2022-02-18T05:48:59.862800
748,C,3,40,waiting_on_precedent,2022-02-18T11:36:31.652200
749,C,2,61,waiting_on_precedent,2022-02-18T02:37:48.860400
750,C,5,61,fetching_job,2022-02-18T03:50:43.243400
751,B,4,37,storing_job,2022-02-18T07:12:59.124959
752,A,3,17,fetching_job,2022-02-18T06:57:28.508600
753,D,4,71,fetching_job,2022-02-18T04:24:02.796000
754,C,2,60,storing_job,2022-02-18T03:19:29.574199
755,B,1,22,idle,2022-02-18T14:52:20.859759
756,A,1,19,processing,2022-02-18T02:51:26.768599
757,C,3,43,processing,2022-02-18T10:49:12.590000
758,A,2,13,processing,2022-02-18T10:37:46.160600
759,B,6,37,processing,2022-02-18T08:43:35.536440
760,D,2,72,storing_job,2022-02-18T02:02:28.982600
761,B,5,25,fetching_job,2022-02-18T17:17:48.692760
762,A,2,8,processing,2022-02-18T15:29:08.074800
763,C,2,52,fetching_job,2022-02-18T06:05:33.970200
764,B,6,29,fetching_job,2022-02-18T13:58:47.353840
765,A,1,20,fetching_job,2022-02-18T01:52:37.786400
766,B,4,22,processing,2022-02-18T19:07:06.619760
767,B,4,35,storing_job,2022-02-18T08:44:37.299960
768,C,7,60,waiting_on_precedent,2022-02-18T04:53:15.454199
769,B,6,36,processing,2022-02-18T09:26:49.296040
770,A,2,19,fetching_job,2022-02-18T03:50:30.697600
771,C,2,57,storing_job,2022-02-18T04:30:08.057799
772,B,2,27,processing,2022-02-18T12:04:30.073160
773,B,5,35,storing_job,2022-02-18T09:56:32.350040
774,A,3,14,waiting_on_precedent,2022-02-18T10:01:02.400000
775,C,2,63,waiting_on_precedent,2022-02-18T02:04:31.316800
776,D,3,66,processing,2022-02-18T06:16:22.585600
777,B,3,37,fetching_job,2022-02-18T05:17:52.734639
778,C,2,51,processing,2022-02-18T07:49:18.804400
779,B,5,36,fetching_job,2022-02-18T08:36:57.536440
780,C,4,40,waiting_on_next,2022-02-18T12:15:37.393000
781,B,1,25,processing,2022-02-18T11:24:23.869360
782,B,2,23,fetching_job,2022-02-18T15:22:44.354159
783,C,7,58,processing,2022-02-18T05:41:50.706800
784,C,1,59,storing_job,2022-02-18T03:30:49.071199
785,B,1,27,waiting_on_next,2022-02-18T10:10:09.791960
786,B,5,39,waiting_on_precedent,2022-02-18T01:00:00
787,A,3,18,waiting_on_precedent,2022-02-18T05:07:02.159400
788,B,6,27,processing,2022-02-18T16:06:52.310960
789,C,1,61,processing,2022-02-18T02:33:02.860400
790,C,3,49,fetching_job,2022-02-18T08:46:45.837600
791,B,6,33,fetching_job,2022-02-18T11:37:28.448440
792,C,1,65,processing,2022-02-18T01:04:46
793,D,2,68,storing_job,2022-02-18T04:21:29.661600
794,C,5,62,processing,2022-02-18T03:34:13.904400
795,A,2,21,storing_job,2022-02-18T02:37:50.849000
796,C,6,58,processing,2022-02-18T05:32:18.706800
797,B,2,33,processing,2022-02-18T07:06:05.648760
798,B,2,38,fetching_job,2022-02-18T02:56:07.632079
799,B,4,36,fetching_job,2022-02-18T07:19:37.124959
800,D,3,68,processing,2022-02-18T05:21:21.559800
801,C,2,44,fetching_job,2022-02-18T09:49:12.968000
802,B,1,28,fetching_job,2022-02-18T09:00:17.687760
803,D,1,72,storing_job,2022-02-18T01:36:32.645600
804,C,6,40,processing,2022-02-18T13:43:45.132600
805,A,1,18,processing,2022-02-18T03:35:53.755600
806,C,7,55,processing,2022-02-18T07:13:23.383600
807,C,6,64,waiting_on_precedent,2022-02-18T02:39:31.173000
808,C,4,64,fetching_job,2022-02-18T02:23:06.914400
809,C,4,54,storing_job,2022-02-18T06:04:05.650800
810,B,2,26,fetching_job,2022-02-18T12:50:08.101760
811,B,6,33,processing,2022-02-18T11:44:06.448440
812,C,1,56,processing,2022-02-18T04:30:08.057799
813,C,6,61,fetching_job,2022-02-18T04:09:23.609400
814,A,3,6,processing,2022-02-18T18:42:35.584200
815,B,1,29,fetching_job,2022-02-18T07:53:22.999560
816,C,2,57,processing,2022-02-18T04:30:08.057799
817,C,3,57,processing,2022-02-18T04:56:16.653400
818,C,4,43,waiting_on_precedent,2022-02-18T10:53:58.590000
819,D,2,68,waiting_on_next,2022-02-18T04:15:53.489400
820,A,2,4,storing_job,2022-02-18T19:48:47.693199
821,C,6,56,fetching_job,2022-02-18T06:19:04.598200
822,C,4,62,storing_job,2022-02-18T03:24:41.904400
823,C,4,47,storing_job,2022-02-18T09:48:44.461600
824,D,1,73,processing,2022-02-18T01:03:20
825,D,2,71,processing,2022-02-18T02:09:08.982600
826,C,2,49,processing,2022-02-18T08:41:59.837600
827,C,3,53,processing,2022-02-18T06:10:19.970200
828,B,3,34,fetching_job,2022-02-18T07:26:01.368160
829,B,2,32,processing,2022-02-18T07:46:44.999560
830,C,2,59,waiting_on_precedent,2022-02-18T03:24:15.574200
831,A,2,14,processing,2022-02-18T09:28:46.775400
832,C,7,52,fetching_job,2022-02-18T07:53:21.368800
833,C,5,62,waiting_on_precedent,2022-02-18T03:24:32.263599
834,C,4,54,fetching_job,2022-02-18T05:59:19.650800
835,C,4,51,processing,2022-02-18T08:40:26.853800
836,C,1,41,storing_job,2022-02-18T11:12:41.652200
837,B,1,24,waiting_on_next,2022-02-18T12:37:24.359360
838,C,4,52,storing_job,2022-02-18T06:58:02.978400
839,B,5,37,fetching_job,2022-02-18T07:39:29.013840
840,B,3,38,fetching_job,2022-02-18T04:16:22.672560
841,B,3,29,processing,2022-02-18T11:11:07.869360
842,C,7,41,processing,2022-02-18T13:43:45.132600
843,C,3,41,storing_job,2022-02-18T11:31:45.652200
844,C,7,43,processing,2022-02-18T13:24:41.132600
845,C,3,61,processing,2022-02-18T03:24:41.904400
846,A,1,21,fetching_job,2022-02-18T01:00:00
847,A,1,6,fetching_job,2022-02-18T14:52:33.384600
848,C,2,54,processing,2022-02-18T05:39:27.862799
849,C,4,64,processing,2022-02-18T02:27:52.914400
850,D,1,71,processing,2022-02-18T01:43:12.645600
851,C,1,41,processing,2022-02-18T10:52:23.326000
852,A,3,6,waiting_on_precedent,2022-02-18T18:08:50.129000
853,B,6,34,processing,2022-02-18T10:56:18.797040
854,C,7,42,fetching_job,2022-02-18T13:29:27.132600
855,A,2,15,fetching_job,2022-02-18T08:09:24.361000
856,C,3,60,fetching_job,2022-02-18T03:38:36.270400
857,C,2,58,processing,2022-02-18T04:05:03.835599
858,B,2,36,storing_job,2022-02-18T05:50:56.365960
859,C,1,42,fetching_job,2022-02-18T10:15:21.563600
860,C,2,44,processing,2022-02-18T09:53:58.968000
861,C,6,65,fetching_job,2022-02-18T02:29:59.173000
862,D,1,68,processing,2022-02-18T02:54:31.925600
863,A,1,18,storing_job,2022-02-18T04:15:12.166200
864,B,2,22,idle,2022-02-18T17:07:45.822559
865,C,5,50,storing_job,2022-02-18T09:14:10.623600
866,A,1,3,processing,2022-02-18T18:01:19.528800
867,C,2,65,processing,2022-02-18T01:32:34.732000
868,D,3,70,processing,2022-02-18T04:21:29.661600
869,A,3,10,fetching_job,2022-02-18T14:34:16.341000
870,B,2,36,fetching_job,2022-02-18T05:03:50.103759
871,A,3,7,waiting_on_precedent,2022-02-18T16:57:08.982200
872,C,3,62,fetching_job,2022-02-18T02:56:29.434399
873,B,2,30,fetching_job,2022-02-18T09:23:14.499560
874,B,1,34,storing_job,2022-02-18T05:10:28.103759
875,C,4,42,storing_job,2022-02-18T11:25:21.796000
876,B,4,22,idle,2022-02-18T19:43:11.129960
877,A,3,2,fetching_job,2022-02-18T22:03:20.464599
878,B,5,38,storing_job,2022-02-18T07:32:51.013840
879,C,1,52,processing,2022-02-18T06:00:47.970200
880,B,2,32,storing_job,2022-02-18T08:40:23.687760
881,D,4,69,waiting_on_precedent,2022-02-18T05:17:59.448400
882,A,1,4,waiting_on_next,2022-02-18T17:30:29.461800
883,A,3,18,fetching_job,2022-02-18T05:53:30.588200
884,C,5,40,storing_job,2022-02-18T13:34:13.132600
885,C,2,47,storing_job,2022-02-18T09:16:28.907200
886,C,3,43,storing_job,2022-02-18T11:06:17.796000
887,C,5,45,fetching_job,2022-02-18T10:37:15.049800
888,A,2,21,fetching_job,2022-02-18T01:52:37.786400
889,B,3,36,processing,2022-02-18T06:04:12.365960
890,C,5,46,storing_job,2022-02-18T10:32:29.049800
891,B,4,38,waiting_on_precedent,2022-02-18T04:42:13.069840
892,C,3,65,storing_job,2022-02-18T01:51:03.177000
893,A,2,15,processing,2022-02-18T08:19:36.361000
894,A,1,14,storing_job,2022-02-18T07:40:53.664600
895,C,2,60,fetching_job,2022-02-18T03:14:43.574200
896,D,1,67,fetching_job,2022-02-18T03:10:34.869600
897,C,3,52,storing_job,2022-02-18T06:48:30.978400
898,A,1,11,fetching_job,2022-02-18T09:38:58.775400
899,B,1,26,processing,2022-02-18T10:32:35.413759
900,C,3,41,fetching_job,2022-02-18T11:26:59.652200
901,C,6,49,storing_job,2022-02-18T10:15:55.254400
902,D,1,71,storing_job,2022-02-18T02:00:13.083200
903,C,4,48,processing,2022-02-18T09:39:12.461600
904,C,2,45,waiting_on_precedent,2022-02-18T09:30:46.907200
905,C,5,48,storing_job,2022-02-18T10:13:25.049800
906,B,4,38,storing_job,2022-02-18T06:19:13.024559
907,C,6,54,fetching_job,2022-02-18T06:56:13.409200
908,C,5,52,fetching_job,2022-02-18T07:02:48.978400
909,B,4,31,processing,2022-02-18T11:05:13.037360
910,C,4,48,fetching_job,2022-02-18T09:34:26.461600
911,B,6,37,fetching_job,2022-02-18T08:36:57.536440
912,C,3,44,fetching_job,2022-02-18T10:15:38.253000
913,D,4,73,processing,2022-02-18T02:10:01.435000
914,B,1,33,processing,2022-02-18T05:23:44.103759
915,B,3,30,fetching_job,2022-02-18T10:12:41.413759
916,A,2,1,storing_job,2022-02-18T23:03:12.186800
917,A,1,5,storing_job,2022-02-18T16:36:01.383400
918,C,1,59,processing,2022-02-18T03:19:29.574199
919,C,5,54,storing_job,2022-02-18T06:48:26.210000
920,B,4,22,storing_job,2022-02-18T19:36:33.129960
921,C,6,46,processing,2022-02-18T10:56:07.440800
922,B,5,32,processing,2022-02-18T11:44:06.448440
923,C,1,54,storing_job,2022-02-18T05:23:39.159200
924,B,2,27,fetching_job,2022-02-18T11:57:52.073160
925,C,1,48,processing,2022-02-18T08:26:01.389200
926,B,3,22,waiting_on_precedent,2022-02-18T16:19:04.922759
927,C,4,46,processing,2022-02-18T09:58:16.461600
928,C,6,46,storing_job,2022-02-18T10:56:07.440800
929,C,1,62,processing,2022-02-18T02:23:30.860400
930,C,4,54,processing,2022-02-18T06:04:05.650800
931,C,5,40,processing,2022-02-18T13:34:13.132600
932,A,2,5,processing,2022-02-18T18:42:35.584200
933,C,2,42,waiting_on_precedent,2022-02-18T10:25:10.253000
934,C,6,55,processing,2022-02-18T06:51:27.409200
935,B,1,38,processing,2022-02-18T02:03:52.184640
936,A,2,6,fetching_job,2022-02-18T17:30:43.528800
937,C,6,46,fetching_job,2022-02-18T10:51:21.440800
938,A,3,18,waiting_on_precedent,2022-02-18T05:07:02.159400
939,A,3,7,fetching_job,2022-02-18T17:30:43.528800
940,C,7,56,waiting_on_precedent,2022-02-18T06:10:43.812200
941,C,5,48,processing,2022-02-18T09:59:04.353600
942,C,1,45,processing,2022-02-18T09:24:06.465600
943,B,1,27,storing_job,2022-02-18T10:19:19.413759
944,A,3,4,processing,2022-02-18T20:24:47.457600
945,C,3,63,waiting_on_precedent,2022-02-18T02:23:06.914400
946,B,6,28,waiting_on_precedent,2022-02-18T14:32:37.675440
947,B,5,39,processing,2022-02-18T04:48:51.069840
948,B,5,28,waiting_on_precedent,2022-02-18T13:42:51.703360
949,C,3,42,fetching_job,2022-02-18T11:11:03.796000
950,C,1,45,storing_job,2022-02-18T09:34:54.968000
951,C,1,46,fetching_job,2022-02-18T08:52:36.107000
952,C,5,61,storing_job,2022-02-18T04:04:37.609400
953,C,3,51,waiting_on_precedent,2022-02-18T06:53:16.978400
954,C,1,55,fetching_job,2022-02-18T04:52:35.026800
955,C,2,46,storing_job,2022-02-18T09:26:00.907200
